"gene","cv_g1","cv_g2","max_cv","pair"
"COPS7A",21.4409338426653,14.1551400488104,21.4409338426653,"CRE: T1 vs T2"
"ELOC",19.3341893939274,20.329124614611,20.329124614611,"CRE: T1 vs T2"
"DBT",44.5098492862822,44.9763758842983,44.9763758842983,"CRE: T1 vs T2"
"BDH1",64.2269366776345,90.2900376936627,90.2900376936627,"CRE: T1 vs T2"
"PAFAH1B1",16.0274601781142,10.4265413759781,16.0274601781142,"CRE: T1 vs T2"
"NEK7",32.8251224887074,35.9092716013051,35.9092716013051,"CRE: T1 vs T2"
"MRPS36",34.8005353963532,33.4874614571823,34.8005353963532,"CRE: T1 vs T2"
"ERI3",8.02293403269209,26.8957339081981,26.8957339081981,"CRE: T1 vs T2"
"UBE2M",22.4250138786933,11.988491278628,22.4250138786933,"CRE: T1 vs T2"
"RPL8",46.7390131499765,22.5255709658574,46.7390131499765,"CRE: T1 vs T2"
"NDUFS4",58.529858074015,36.6955795857171,58.529858074015,"CRE: T1 vs T2"
"RPS17",18.091528317193,30.3172615486688,30.3172615486688,"CRE: T1 vs T2"
"RAP2B",60.3262192839635,57.711692949556,60.3262192839635,"CRE: T1 vs T2"
"TMED10",22.9871742096779,48.4262565761686,48.4262565761686,"CRE: T1 vs T2"
"VPS4A",24.4893631032588,19.3884024626023,24.4893631032588,"CRE: T1 vs T2"
"SGCA",23.046404018107,28.3423614843417,28.3423614843417,"CRE: T1 vs T2"
"PRKAA2",28.1176769237246,24.9180884087668,28.1176769237246,"CRE: T1 vs T2"
"DNPEP",14.3148194724756,18.2521103393941,18.2521103393941,"CRE: T1 vs T2"
"PLPBP",26.8033489713816,40.3042817064892,40.3042817064892,"CRE: T1 vs T2"
"RAB14",38.7278652740542,16.1852274057256,38.7278652740542,"CRE: T1 vs T2"
"RPL13",11.3175643570606,26.1593667725067,26.1593667725067,"CRE: T1 vs T2"
"RALA",14.7053984654487,19.1569690199946,19.1569690199946,"CRE: T1 vs T2"
"KIF5B",11.5099671313225,14.56736438665,14.56736438665,"CRE: T1 vs T2"
"PSMD1",30.372718091201,16.2250646045103,30.372718091201,"CRE: T1 vs T2"
"PFDN1",13.7174734894266,20.1765333411548,20.1765333411548,"CRE: T1 vs T2"
"SCCPDH",29.3504668392185,25.5072345119462,29.3504668392185,"CRE: T1 vs T2"
"SLMAP",45.759033067361,27.7726588072769,45.759033067361,"CRE: T1 vs T2"
"GCDH",48.1696820195103,71.8882602781429,71.8882602781429,"CRE: T1 vs T2"
"MGLL",48.0491451964565,30.223461689349,48.0491451964565,"CRE: T1 vs T2"
"SCRN3",29.1518083910242,58.4502698412787,58.4502698412787,"CRE: T1 vs T2"
"MECR",49.2962797675516,54.7239495714994,54.7239495714994,"CRE: T1 vs T2"
"TRAP1",32.5848261536068,38.680004996994,38.680004996994,"CRE: T1 vs T2"
"DENR",23.372339646935,39.1503096457899,39.1503096457899,"CRE: T1 vs T2"
"ENDOD1",22.0526549937177,18.8679994017364,22.0526549937177,"CRE: T1 vs T2"
"COQ10B",91.1436671272169,81.8599731435725,91.1436671272169,"CRE: T1 vs T2"
"SEPTIN2",14.766592446274,41.3609167587897,41.3609167587897,"CRE: T1 vs T2"
"UBE2K",5.69378573661789,13.9474095904798,13.9474095904798,"CRE: T1 vs T2"
"EPRS1",20.5611924906102,13.162180398189,20.5611924906102,"CRE: T1 vs T2"
"GPS1",16.6031801401349,23.0978229237551,23.0978229237551,"CRE: T1 vs T2"
"PANK4",33.8661069565509,34.5978866014341,34.5978866014341,"CRE: T1 vs T2"
"HNRNPR",8.65807615684233,27.4575578718875,27.4575578718875,"CRE: T1 vs T2"
"AP2A1",51.6772561664528,25.7831736349265,51.6772561664528,"CRE: T1 vs T2"
"NAPRT",37.1837522342977,23.041781597873,37.1837522342977,"CRE: T1 vs T2"
"PEPD",27.351755096854,19.97801226545,27.351755096854,"CRE: T1 vs T2"
"SULT1A1",112.179573241261,42.9836576980408,112.179573241261,"CRE: T1 vs T2"
"RPS21",13.7586531882275,20.5616542941618,20.5616542941618,"CRE: T1 vs T2"
"ERAP1",37.0618947453339,25.7181406131505,37.0618947453339,"CRE: T1 vs T2"
"ERGIC1",29.4044705004862,46.2283861729506,46.2283861729506,"CRE: T1 vs T2"
"RPS15",65.3710247534901,72.376618507814,72.376618507814,"CRE: T1 vs T2"
"PLIN2",28.8052202616214,41.5868264070432,41.5868264070432,"CRE: T1 vs T2"
"EFEMP1",52.6095297194595,60.3926959491855,60.3926959491855,"CRE: T1 vs T2"
"IVD",24.878876475557,42.2439090471966,42.2439090471966,"CRE: T1 vs T2"
"RPL17",33.7803999107571,28.6085231660985,33.7803999107571,"CRE: T1 vs T2"
"SYNCRIP",17.1142345915995,13.6698533564037,17.1142345915995,"CRE: T1 vs T2"
"PTBP1",68.2156572746731,43.1473290590732,68.2156572746731,"CRE: T1 vs T2"
"RPS8",10.7682251592599,18.8002219203228,18.8002219203228,"CRE: T1 vs T2"
"SPRYD4",55.4152227420943,58.5698954037129,58.5698954037129,"CRE: T1 vs T2"
"DPP3",23.1108740812558,20.8748385065478,23.1108740812558,"CRE: T1 vs T2"
"CCS",74.1249153516585,56.8382212955982,74.1249153516585,"CRE: T1 vs T2"
"MT-ATP8",106.268243782016,87.2323064627646,106.268243782016,"CRE: T1 vs T2"
"OCIAD1",33.8671908598417,28.8473717213879,33.8671908598417,"CRE: T1 vs T2"
"TNS1",35.1330163735106,22.7597482339774,35.1330163735106,"CRE: T1 vs T2"
"EIF3A",16.5398938939963,10.1525341732465,16.5398938939963,"CRE: T1 vs T2"
"PURA",43.7105161529744,18.5387777259121,43.7105161529744,"CRE: T1 vs T2"
"ESYT1",43.7247707696795,28.0774650565731,43.7247707696795,"CRE: T1 vs T2"
"SUCLG2",44.8580179435127,57.0293040991795,57.0293040991795,"CRE: T1 vs T2"
"DDOST",33.7691416406097,31.1899386005144,33.7691416406097,"CRE: T1 vs T2"
"VARS1",29.111634791429,19.2626136755176,29.111634791429,"CRE: T1 vs T2"
"RPL27",23.7903633576579,24.80214041274,24.80214041274,"CRE: T1 vs T2"
"ITGA7",18.6559165752471,14.5456717825156,18.6559165752471,"CRE: T1 vs T2"
"NPLOC4",19.054400142378,12.5272125759189,19.054400142378,"CRE: T1 vs T2"
"FECH",42.5173694019576,39.8836739906028,42.5173694019576,"CRE: T1 vs T2"
"GLIPR2",68.7739387379406,89.8503412983507,89.8503412983507,"CRE: T1 vs T2"
"NIBAN1",29.8770337847357,17.1355499436214,29.8770337847357,"CRE: T1 vs T2"
"ISOC1",36.5755557674554,30.7942984662977,36.5755557674554,"CRE: T1 vs T2"
"ABHD10",45.3901828439084,47.9592275332411,47.9592275332411,"CRE: T1 vs T2"
"NDUFA11",40.8124633668315,42.5521805221532,42.5521805221532,"CRE: T1 vs T2"
"TRIM54",25.0358864763205,31.2721950379092,31.2721950379092,"CRE: T1 vs T2"
"SNRPD3",19.4417282155217,13.0934057074284,19.4417282155217,"CRE: T1 vs T2"
"ME2",22.6586067607107,32.2080713700957,32.2080713700957,"CRE: T1 vs T2"
"PSMC4",30.0647013072733,25.3393003496099,30.0647013072733,"CRE: T1 vs T2"
"RTCA",20.7642135518226,39.115793256489,39.115793256489,"CRE: T1 vs T2"
"NDUFB5",49.051146803515,43.3381743408152,49.051146803515,"CRE: T1 vs T2"
"ERLIN2",24.015264398597,27.7152325362807,27.7152325362807,"CRE: T1 vs T2"
"PDCD6",38.2397582910311,30.4827746875614,38.2397582910311,"CRE: T1 vs T2"
"LXN",80.7272552145252,90.1071448803014,90.1071448803014,"CRE: T1 vs T2"
"VAMP3",34.2451970738904,25.5437322698484,34.2451970738904,"CRE: T1 vs T2"
"LYPLA2",27.5816649215973,22.8558062511332,27.5816649215973,"CRE: T1 vs T2"
"VAMP2",29.7006416282479,26.9742422827389,29.7006416282479,"CRE: T1 vs T2"
"RPL7A",23.3520776856921,50.7626617578242,50.7626617578242,"CRE: T1 vs T2"
"UBE2I",37.8370499957518,27.2318313513341,37.8370499957518,"CRE: T1 vs T2"
"NRAP",65.0291000764677,54.2969590704013,65.0291000764677,"CRE: T1 vs T2"
"PSMC5",17.4474449465252,18.1925305056916,18.1925305056916,"CRE: T1 vs T2"
"PRKAG1",45.2365020894829,56.1184883182052,56.1184883182052,"CRE: T1 vs T2"
"XRCC6",25.6965533871105,15.6189022100657,25.6965533871105,"CRE: T1 vs T2"
"PAICS",30.5008252896918,16.3327331025241,30.5008252896918,"CRE: T1 vs T2"
"MTAP",35.9928902417454,16.3872784147249,35.9928902417454,"CRE: T1 vs T2"
"SLC16A1",43.0336920685666,17.4361814126799,43.0336920685666,"CRE: T1 vs T2"
"HLA-DRA",13.6112014544209,45.7338409226318,45.7338409226318,"CRE: T1 vs T2"
"FAM114A2",33.74828605124,56.0796034057467,56.0796034057467,"CRE: T1 vs T2"
"CPPED1",35.2730382568623,28.2553165242009,35.2730382568623,"CRE: T1 vs T2"
"RPN2",21.1591229670512,25.1676055831203,25.1676055831203,"CRE: T1 vs T2"
"CYB5B",45.004121165827,41.7505338860043,45.004121165827,"CRE: T1 vs T2"
"NAMPT",46.1467088906477,51.371236775356,51.371236775356,"CRE: T1 vs T2"
"CAMK2A",35.0685773826002,22.4045033301306,35.0685773826002,"CRE: T1 vs T2"
"SGTA",10.9663618988928,10.6746247373271,10.9663618988928,"CRE: T1 vs T2"
"CNN2",64.9581543381345,62.4489057497373,64.9581543381345,"CRE: T1 vs T2"
"IAH1",21.4192645488512,46.3528975340329,46.3528975340329,"CRE: T1 vs T2"
"UBAC1",15.3877093943328,30.4974619813251,30.4974619813251,"CRE: T1 vs T2"
"CLTB",30.3438567233196,45.4586549065124,45.4586549065124,"CRE: T1 vs T2"
"HNRNPA1",45.7491632186608,28.6675317889249,45.7491632186608,"CRE: T1 vs T2"
"SUOX",42.3089977671936,40.8113281932808,42.3089977671936,"CRE: T1 vs T2"
"HSPB8",29.0597456747989,51.2553144440436,51.2553144440436,"CRE: T1 vs T2"
"PSMD9",49.9443871149652,38.2612938869331,49.9443871149652,"CRE: T1 vs T2"
"MCEE",52.5027832103701,65.1708728608219,65.1708728608219,"CRE: T1 vs T2"
"SIRT3",35.3763933282613,87.0873760941345,87.0873760941345,"CRE: T1 vs T2"
"XPNPEP1",16.8891556465382,19.90143971539,19.90143971539,"CRE: T1 vs T2"
"MAPRE1",25.4739422083065,27.4331373681332,27.4331373681332,"CRE: T1 vs T2"
"SRSF1",21.8481728843183,36.4104706582301,36.4104706582301,"CRE: T1 vs T2"
"SHMT1",14.766289633771,25.4780369563437,25.4780369563437,"CRE: T1 vs T2"
"SRSF6",16.37757330499,30.565101424347,30.565101424347,"CRE: T1 vs T2"
"HNRNPH2",51.6887672269739,19.9144197991312,51.6887672269739,"CRE: T1 vs T2"
"TMEM205",30.669694897118,27.3001192924982,30.669694897118,"CRE: T1 vs T2"
"ERP29",30.8935305876328,17.1391355908893,30.8935305876328,"CRE: T1 vs T2"
"DNM2",12.0510652983427,24.9051971261401,24.9051971261401,"CRE: T1 vs T2"
"CACNB1",25.7916069720741,28.0218592871948,28.0218592871948,"CRE: T1 vs T2"
"VTA1",17.0355508076676,7.44699018566786,17.0355508076676,"CRE: T1 vs T2"
"ACY1",46.0375425490777,50.372221129403,50.372221129403,"CRE: T1 vs T2"
"CALD1",34.1054980084655,65.1751922809344,65.1751922809344,"CRE: T1 vs T2"
"RPL35A",24.8002365871344,43.5290413629158,43.5290413629158,"CRE: T1 vs T2"
"RANBP1",84.1155925973811,35.3801284423684,84.1155925973811,"CRE: T1 vs T2"
"STUB1",25.4362946806771,25.2110988835458,25.4362946806771,"CRE: T1 vs T2"
"METAP2",13.9094921619967,12.961990553062,13.9094921619967,"CRE: T1 vs T2"
"CARNS1",30.3446762544153,43.6653608499704,43.6653608499704,"CRE: T1 vs T2"
"BZW1",28.5079531639368,64.8927743699423,64.8927743699423,"CRE: T1 vs T2"
"CTSG",72.4402642189215,73.3133430873051,73.3133430873051,"CRE: T1 vs T2"
"MAPK12",43.8711688448044,21.5241049536826,43.8711688448044,"CRE: T1 vs T2"
"MTX2",39.2823520580151,141.012902040482,141.012902040482,"CRE: T1 vs T2"
"GCLM",77.4947527047681,41.241899912028,77.4947527047681,"CRE: T1 vs T2"
"SYPL1",28.8243634904635,31.8817800265415,31.8817800265415,"CRE: T1 vs T2"
"FERMT2",35.1707545598889,25.668786407816,35.1707545598889,"CRE: T1 vs T2"
"HNRNPU",24.8783966913445,22.2094088452597,24.8783966913445,"CRE: T1 vs T2"
"NIT1",50.5636554554861,13.8988164862724,50.5636554554861,"CRE: T1 vs T2"
"COQ5",52.4394514095213,75.2823547829053,75.2823547829053,"CRE: T1 vs T2"
"RNF123",22.812830842095,21.5618416852985,22.812830842095,"CRE: T1 vs T2"
"COPB2",59.1006198853875,49.4021240537789,59.1006198853875,"CRE: T1 vs T2"
"SYNM",35.5155872345475,72.548533796516,72.548533796516,"CRE: T1 vs T2"
"SEC23A",24.9426644046913,35.550802483771,35.550802483771,"CRE: T1 vs T2"
"USO1",34.4303052264225,18.0399863681711,34.4303052264225,"CRE: T1 vs T2"
"SARS1",14.3175121695176,20.2992174810177,20.2992174810177,"CRE: T1 vs T2"
"GARS1",22.9360382763319,18.3722216927104,22.9360382763319,"CRE: T1 vs T2"
"GMFG",37.653348569615,66.3764666851526,66.3764666851526,"CRE: T1 vs T2"
"ASPA",44.4009959831002,31.3225507483534,44.4009959831002,"CRE: T1 vs T2"
"PGM2",62.5743137651305,61.8693252675009,62.5743137651305,"CRE: T1 vs T2"
"KRAS",21.4592160190275,53.9746011221767,53.9746011221767,"CRE: T1 vs T2"
"THAP4",100.377621527937,73.9191149255189,100.377621527937,"CRE: T1 vs T2"
"NIF3L1",27.8091621540952,18.6151488355692,27.8091621540952,"CRE: T1 vs T2"
"RNF7",8.35033439144635,48.5936615951665,48.5936615951665,"CRE: T1 vs T2"
"RPS11",17.1674224857204,44.1489350344634,44.1489350344634,"CRE: T1 vs T2"
"RPL30",23.1986460211631,39.2313944650465,39.2313944650465,"CRE: T1 vs T2"
"LIMS1",14.4366762616788,21.8256001702181,21.8256001702181,"CRE: T1 vs T2"
"DDAH2",52.9960294063694,58.0517626599748,58.0517626599748,"CRE: T1 vs T2"
"TLN2",27.7716302702834,27.6294553271211,27.7716302702834,"CRE: T1 vs T2"
"PTRHD1",44.2827136421878,55.0327473460136,55.0327473460136,"CRE: T1 vs T2"
"FAHD1",42.6459587028214,66.4026142513629,66.4026142513629,"CRE: T1 vs T2"
"MCM3AP",48.2805651395469,37.2573406396556,48.2805651395469,"CRE: T1 vs T2"
"HSD17B12",32.6066494458678,30.3577096389819,32.6066494458678,"CRE: T1 vs T2"
"EPB41L2",41.0861506936412,51.057943495458,51.057943495458,"CRE: T1 vs T2"
"HNRNPDL",24.4478403445268,16.1414650489675,24.4478403445268,"CRE: T1 vs T2"
"SEPTIN11",27.9282679212591,40.3219684115571,40.3219684115571,"CRE: T1 vs T2"
"UFM1",31.3876371007076,38.4320555682565,38.4320555682565,"CRE: T1 vs T2"
"PPP5C",11.1516310220954,26.1721212159044,26.1721212159044,"CRE: T1 vs T2"
"CNBP",20.2793453004571,26.229049382504,26.229049382504,"CRE: T1 vs T2"
"ATP6V1E1",44.3719262308885,29.9546926623733,44.3719262308885,"CRE: T1 vs T2"
"RTN3",32.0032174868771,34.1534737904299,34.1534737904299,"CRE: T1 vs T2"
"MAPK3",30.8526880762633,41.1723383149109,41.1723383149109,"CRE: T1 vs T2"
"PUF60",46.4976621789081,46.5547437514849,46.5547437514849,"CRE: T1 vs T2"
"PICALM",48.8139887662193,42.1033730941353,48.8139887662193,"CRE: T1 vs T2"
"COX19",30.3698396361994,35.5709587066223,35.5709587066223,"CRE: T1 vs T2"
"ACAT2",65.439046645299,65.5890616403373,65.5890616403373,"CRE: T1 vs T2"
"PDIA4",22.1362183697563,72.4765588429517,72.4765588429517,"CRE: T1 vs T2"
"FAM136A",41.9236749732631,45.3571811640293,45.3571811640293,"CRE: T1 vs T2"
"VPS35",19.761832132508,35.8688230175046,35.8688230175046,"CRE: T1 vs T2"
"PRKAA1",27.2294594514844,32.2765641803362,32.2765641803362,"CRE: T1 vs T2"
"COA6",51.2759562070394,66.2806673208645,66.2806673208645,"CRE: T1 vs T2"
"RPL6",22.068323740686,25.064577952463,25.064577952463,"CRE: T1 vs T2"
"MCU",21.3637736476774,25.8681453214297,25.8681453214297,"CRE: T1 vs T2"
"VPS26A",8.39541703154371,21.5130535039266,21.5130535039266,"CRE: T1 vs T2"
"ARPP19",48.0932070863805,30.1755612652022,48.0932070863805,"CRE: T1 vs T2"
"ARPC2",18.4146419333891,46.1302728504405,46.1302728504405,"CRE: T1 vs T2"
"GSTM4",76.8661467429846,90.3280341555928,90.3280341555928,"CRE: T1 vs T2"
"OPTN",25.6215609228652,54.1109949449729,54.1109949449729,"CRE: T1 vs T2"
"ARF6",23.6324168832928,28.1027257478001,28.1027257478001,"CRE: T1 vs T2"
"PRDX4",14.4846410176776,42.8913896584931,42.8913896584931,"CRE: T1 vs T2"
"DYNC1LI2",46.1011462580775,36.7110111190498,46.1011462580775,"CRE: T1 vs T2"
"TPP2",24.1937459678657,19.1613101300172,24.1937459678657,"CRE: T1 vs T2"
"HMBS",76.9570169726608,45.7954655247371,76.9570169726608,"CRE: T1 vs T2"
"AIMP1",21.0583255471856,16.1334397045742,21.0583255471856,"CRE: T1 vs T2"
"AHSA1",33.8505353945917,35.5262996278488,35.5262996278488,"CRE: T1 vs T2"
"CRIP2",29.5816074277705,31.5403280611791,31.5403280611791,"CRE: T1 vs T2"
"ACTR3",19.5866090299446,38.4219812666434,38.4219812666434,"CRE: T1 vs T2"
"TIPRL",13.2525058220863,38.1193995530303,38.1193995530303,"CRE: T1 vs T2"
"PPM1B",13.9837328997095,16.4896991810783,16.4896991810783,"CRE: T1 vs T2"
"HIKESHI",26.9255830807415,17.82085696917,26.9255830807415,"CRE: T1 vs T2"
"QARS1",31.5310398517425,51.6994763051013,51.6994763051013,"CRE: T1 vs T2"
"LGALS3BP",84.9825283175201,61.5247540479127,84.9825283175201,"CRE: T1 vs T2"
"USP9X",10.4223279266304,18.963335865137,18.963335865137,"CRE: T1 vs T2"
"KCTD12",23.1681702573823,29.8790363569014,29.8790363569014,"CRE: T1 vs T2"
"PITHD1",50.2846345405955,41.791883989977,50.2846345405955,"CRE: T1 vs T2"
"TMX4",26.8631200374202,16.9468338127281,26.8631200374202,"CRE: T1 vs T2"
"TGM2",53.2556539607025,35.3323553436844,53.2556539607025,"CRE: T1 vs T2"
"MMUT",43.0058820083316,71.3993918235869,71.3993918235869,"CRE: T1 vs T2"
"TBCB",28.9528014068181,21.8511166728958,28.9528014068181,"CRE: T1 vs T2"
"NUDT3",23.4604464613915,26.2957712668164,26.2957712668164,"CRE: T1 vs T2"
"NDUFA3",69.6048289082013,53.2966207841719,69.6048289082013,"CRE: T1 vs T2"
"ACAD8",51.9997075590451,56.4432038911015,56.4432038911015,"CRE: T1 vs T2"
"SUB1",25.5440108558555,6.51908602318831,25.5440108558555,"CRE: T1 vs T2"
"ADK",19.7558276157324,21.4018439715903,21.4018439715903,"CRE: T1 vs T2"
"SSB",18.9050826714566,25.3896277661113,25.3896277661113,"CRE: T1 vs T2"
"LAMP1",56.5069526430348,52.8551225731616,56.5069526430348,"CRE: T1 vs T2"
"EIF1AX",18.2564428828752,23.7180186360903,23.7180186360903,"CRE: T1 vs T2"
"CSDE1",21.8953377789205,23.084234830558,23.084234830558,"CRE: T1 vs T2"
"FBLN2",26.0546937602203,42.1935274382209,42.1935274382209,"CRE: T1 vs T2"
"RAB1A",39.4999854293699,41.9585603833344,41.9585603833344,"CRE: T1 vs T2"
"MPP1",76.9434950085504,59.7354727108914,76.9434950085504,"CRE: T1 vs T2"
"HMGCL",28.9574568964085,24.3833161431127,28.9574568964085,"CRE: T1 vs T2"
"CCDC58",53.2097843232848,62.1088239363473,62.1088239363473,"CRE: T1 vs T2"
"LAMTOR3",44.0576893048065,13.8210848076415,44.0576893048065,"CRE: T1 vs T2"
"DDX1",24.1828702107211,20.2869944238112,24.1828702107211,"CRE: T1 vs T2"
"AP2B1",21.8976565227503,28.5737889223312,28.5737889223312,"CRE: T1 vs T2"
"HINT3",44.4157087280375,29.9800669239799,44.4157087280375,"CRE: T1 vs T2"
"DRG2",28.4665457049016,28.0558638773525,28.4665457049016,"CRE: T1 vs T2"
"MPC1",74.1289833315048,72.4007660598477,74.1289833315048,"CRE: T1 vs T2"
"PSMD6",19.8584142764645,21.8161645845871,21.8161645845871,"CRE: T1 vs T2"
"LDHD",70.5436690800884,97.6575161174345,97.6575161174345,"CRE: T1 vs T2"
"NAP1L1",17.3481396299489,26.426307505529,26.426307505529,"CRE: T1 vs T2"
"HLA-A",17.9306078709978,44.3440531710728,44.3440531710728,"CRE: T1 vs T2"
"HNRNPC",50.3691864278177,51.9356461313716,51.9356461313716,"CRE: T1 vs T2"
"APEX1",21.247688192363,9.18822236547297,21.247688192363,"CRE: T1 vs T2"
"FXYD1",32.534063264101,50.4587417682445,50.4587417682445,"CRE: T1 vs T2"
"ADPRHL2",32.9306824305268,27.4760182287184,32.9306824305268,"CRE: T1 vs T2"
"COA3",40.4702260605294,86.6586992459773,86.6586992459773,"CRE: T1 vs T2"
"CNIH4",29.678495108164,19.099025051915,29.678495108164,"CRE: T1 vs T2"
"DTD1",24.1196685766736,22.0390253517594,24.1196685766736,"CRE: T1 vs T2"
"ACTR2",10.6970669467874,38.3556726115572,38.3556726115572,"CRE: T1 vs T2"
"SLIRP",38.0222487700948,42.2739397189432,42.2739397189432,"CRE: T1 vs T2"
"UBXN1",25.4773519833893,15.0302870489406,25.4773519833893,"CRE: T1 vs T2"
"NPEPL1",32.8254180384443,33.0056415293128,33.0056415293128,"CRE: T1 vs T2"
"MSI2",25.680580586951,22.8358513056317,25.680580586951,"CRE: T1 vs T2"
"VPS29",14.6783323317432,36.3422039997226,36.3422039997226,"CRE: T1 vs T2"
"RPS14",39.6636257568765,21.1636096587354,39.6636257568765,"CRE: T1 vs T2"
"DDX19A",30.206847174907,17.7850497702283,30.206847174907,"CRE: T1 vs T2"
"EIF4E",25.7043129017335,14.4938144628129,25.7043129017335,"CRE: T1 vs T2"
"DYNC1I2",19.899852872078,19.514802607343,19.899852872078,"CRE: T1 vs T2"
"TNXB",31.5141082855023,79.3545325652832,79.3545325652832,"CRE: T1 vs T2"
"SSBP1",40.9772334585903,31.9779796992479,40.9772334585903,"CRE: T1 vs T2"
"PPP1R2",35.5205430703748,10.9202699411835,35.5205430703748,"CRE: T1 vs T2"
"TIMM44",43.6610521256061,84.811543156106,84.811543156106,"CRE: T1 vs T2"
"METTL26",28.5601676759478,12.5555408545283,28.5601676759478,"CRE: T1 vs T2"
"IBA57",60.7580631967978,52.6998469801906,60.7580631967978,"CRE: T1 vs T2"
"XPO1",15.8882076814889,27.8130808243721,27.8130808243721,"CRE: T1 vs T2"
"RPL24",21.9664729289088,47.8507328722982,47.8507328722982,"CRE: T1 vs T2"
"FBLN5",34.7306844404564,49.4268460584152,49.4268460584152,"CRE: T1 vs T2"
"ATP6V1A",21.3062672678346,25.7819547117862,25.7819547117862,"CRE: T1 vs T2"
"ARMT1",34.6275745802687,20.6247778070476,34.6275745802687,"CRE: T1 vs T2"
"MLEC",24.6601006271714,19.572408925066,24.6601006271714,"CRE: T1 vs T2"
"NXN",39.2595321611652,31.2075018642628,39.2595321611652,"CRE: T1 vs T2"
"EIF3B",18.6649876938319,16.8087193020054,18.6649876938319,"CRE: T1 vs T2"
"DDX39B",18.7355669537149,26.6834503224666,26.6834503224666,"CRE: T1 vs T2"
"SNX12",26.6481086042723,48.3898806184633,48.3898806184633,"CRE: T1 vs T2"
"DTNA",37.3940081606598,38.0909815964475,38.0909815964475,"CRE: T1 vs T2"
"NT5DC1",36.4265190491154,26.6694283050484,36.4265190491154,"CRE: T1 vs T2"
"GLUL",15.8898593002856,23.3179203594537,23.3179203594537,"CRE: T1 vs T2"
"GLRX3",22.1090797024806,22.439422661909,22.439422661909,"CRE: T1 vs T2"
"GNA11",15.1104229107043,31.382829047739,31.382829047739,"CRE: T1 vs T2"
"SPPL2A",45.4960575414794,19.4318893994727,45.4960575414794,"CRE: T1 vs T2"
"RPL9",23.6023523122854,32.6652769632987,32.6652769632987,"CRE: T1 vs T2"
"PPM1A",25.4813586947449,23.8768516708061,25.4813586947449,"CRE: T1 vs T2"
"VPS25",37.6639090698592,25.8891332930571,37.6639090698592,"CRE: T1 vs T2"
"MT-ND3",61.8828545947632,50.1314088470034,61.8828545947632,"CRE: T1 vs T2"
"GMPR",35.1278993704129,53.8140231876343,53.8140231876343,"CRE: T1 vs T2"
"CHMP2A",40.0186756018629,35.5295311114844,40.0186756018629,"CRE: T1 vs T2"
"TRMT112",34.0325561218674,19.2469227958632,34.0325561218674,"CRE: T1 vs T2"
"RPL15",30.3019477075324,12.8413706171612,30.3019477075324,"CRE: T1 vs T2"
"PFDN5",28.0301831777994,24.6432942952773,28.0301831777994,"CRE: T1 vs T2"
"RPIA",50.4925700277686,31.6966282825458,50.4925700277686,"CRE: T1 vs T2"
"RRAD",33.7490698888206,56.994143109784,56.994143109784,"CRE: T1 vs T2"
"RRAS2",41.3851565387242,55.3670149654582,55.3670149654582,"CRE: T1 vs T2"
"VPS13C",34.8619700271757,13.7560053176553,34.8619700271757,"CRE: T1 vs T2"
"IDI1",41.6574305941659,57.8631903880302,57.8631903880302,"CRE: T1 vs T2"
"RPL4",20.2106322956074,30.2132256952008,30.2132256952008,"CRE: T1 vs T2"
"RARS1",24.8040152656724,12.2945952930933,24.8040152656724,"CRE: T1 vs T2"
"TXNDC5",19.3065091341092,94.428633566973,94.428633566973,"CRE: T1 vs T2"
"ABCF1",15.3707281005426,32.9513658782694,32.9513658782694,"CRE: T1 vs T2"
"PPIL3",40.422729852416,22.9019673435753,40.422729852416,"CRE: T1 vs T2"
"NT5C",31.0688191130432,92.0808298490931,92.0808298490931,"CRE: T1 vs T2"
"HDHD2",31.1530075958761,29.7115540350441,31.1530075958761,"CRE: T1 vs T2"
"PAK2",9.62822509524724,10.3027141711071,10.3027141711071,"CRE: T1 vs T2"
"DEPTOR",21.8150595683625,26.4113553789004,26.4113553789004,"CRE: T1 vs T2"
"PRPSAP2",51.7884293786443,37.2843239012811,51.7884293786443,"CRE: T1 vs T2"
"NLN",20.4606932531093,40.5191340625775,40.5191340625775,"CRE: T1 vs T2"
"BTF3L4",13.5244520057513,14.1824606415055,14.1824606415055,"CRE: T1 vs T2"
"CDV3",32.7627948276909,15.8433993748368,32.7627948276909,"CRE: T1 vs T2"
"EIF3E",12.0075521803473,17.0917171203525,17.0917171203525,"CRE: T1 vs T2"
"RAB5B",24.0074566502092,29.0735456030459,29.0735456030459,"CRE: T1 vs T2"
"ARL3",18.2338129245259,20.1645853925792,20.1645853925792,"CRE: T1 vs T2"
"SH3GLB1",32.1466732243612,18.9838049758758,32.1466732243612,"CRE: T1 vs T2"
"SNTB1",54.361324960175,42.0120667197187,54.361324960175,"CRE: T1 vs T2"
"GSPT1",11.9010543105195,8.21842350415163,11.9010543105195,"CRE: T1 vs T2"
"STK38",36.060677651822,38.6003630350385,38.6003630350385,"CRE: T1 vs T2"
"EIF2S3",17.4128823423673,11.3013258198286,17.4128823423673,"CRE: T1 vs T2"
"TIMM50",32.4034511182332,24.2768122285169,32.4034511182332,"CRE: T1 vs T2"
"IPO7",27.3158021997265,17.3043122839733,27.3158021997265,"CRE: T1 vs T2"
"DCTN1",11.2571221496487,12.1541649094846,12.1541649094846,"CRE: T1 vs T2"
