uniprot_id,gene,protein,description,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44
O43488,AKR7A2,ARK72_HUMAN,Aflatoxin B1 aldehyde reductase member 2,20.750749999585334,20.97898154499126,20.653102966128714,20.97049161830481,21.0879478559434,20.885070795720672,21.081086697370832,20.80444740552632,20.867519901693928,20.84354413441794,21.393401122953566,20.896003478728,20.69718858305563,20.710703704749907,21.04856154120832,20.13477279302427,20.909784070800875,21.198357840705192,21.173116819780432,20.886483302694813,20.636521466446712,21.440880973963605,21.5778595532926,21.44108834748456,20.853941167094295,21.05361218736781,20.613108128814403,20.669825005578865,20.998487226609495,20.847036918952327,21.10931351138272,20.485744410482905,20.762586335468516,20.917037200723463,21.020237012078045,20.676066163914367,20.72551109024709,20.811117035107667
O43491,EPB41L2,E41L2_HUMAN,Band 4.1-like protein 2,17.601007986169652,17.26633102381862,19.01937577315376,17.559514918258614,17.195089564349228,17.491433149782075,18.529109606859596,18.628074742438436,17.5689039553367,18.443705909150204,20.153819797335053,17.868069722486098,18.298647947413595,17.41078318214146,17.51271404801264,18.556232859781407,17.712633409256803,19.60620541227994,18.001215805553333,18.36679256845417,18.629136974796133,19.236212044937727,17.10409921630579,17.78502815723607,17.655600255608167,17.449334708787138,17.385007372548998,18.956742092216647,17.151263149895968,17.4140431791934,17.102219833809258,17.19833300022462,16.99693520000655,17.067999304612787,16.298251254869708,16.315984517656016,16.934070852770372,17.200477386679502
O43504,LAMTOR5,LTOR5_HUMAN,Ragulator complex protein LAMTOR5,16.499052240380035,16.506314659272434,17.34129566656555,16.40729185575577,15.663917112440332,16.574496623490216,16.568412509114243,16.15445733019548,16.707574282724973,16.394380017035765,16.54679511505357,16.432968958903917,16.53950824451474,16.40537795710446,16.46347680268283,16.52036068237327,16.235530863167615,16.29727225909857,16.40093321874936,16.473251920841314,16.164765484918224,16.483599949119945,16.44964831455997,16.79164411034969,16.354913700639734,17.018130759376564,16.445341393855635,16.593194701207224,16.367773759566088,16.426794101036723,16.238302586080206,16.273745111518203,16.372079461103823,15.669953246430914,16.26954036693063,16.38924390875565,16.32689230465806,16.834994452655792
O43583,DENR,DENR_HUMAN,Density-regulated protein,18.86611170279938,18.728497694088436,18.30774547524136,18.642766006182885,19.34900287346846,18.99492258332935,18.275349914884554,19.24454410306184,18.48279779129602,18.09193867149718,18.295881362577507,18.869889750211268,18.59744527305971,19.069666969569425,18.089418431379084,18.369808628747478,17.970041294154328,18.26855826410711,18.389991125203686,18.41801739806241,19.20406282392462,18.271171510547603,18.56650001463241,19.35692147874171,18.915795859508997,19.36481212100759,19.340415853334537,17.68193284471004,19.31736740895832,19.293637022031017,19.21973580162791,19.214915960866723,18.973568966495872,19.199415922519822,19.388781324797772,18.703111005170314,19.38136940510788,19.72443460560565
O43598,DNPH1,DNPH1_HUMAN,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,19.4216791095308,19.599390808484703,19.40735024380413,20.332444422240815,20.463030410980963,20.238872939488573,19.38813397221139,20.28449284513997,19.517482287949623,19.12099018424315,19.231664223276,20.10790445254113,19.947753248319845,19.40888860140036,20.03454510649917,19.465185920357715,19.86383980752472,19.406202070385188,20.25702868221365,19.655265888907397,19.293696503112965,19.2977390869326,20.044480888659084,18.85868147118142,19.910248993733095,19.845265410656353,18.719312091084667,19.435712639750207,19.96560646766093,19.715894962216556,19.40997166269382,19.80548185221063,19.510879709994644,20.079441072071557,20.65297715251112,19.752988119689466,19.67377965068954,19.401147562064356
O43615,TIMM44,TIM44_HUMAN,Mitochondrial import inner membrane translocase subunit TIM44,18.502083715259577,18.50575175268616,17.408825653434715,18.24503292054108,18.669188200152877,19.54905364741083,17.049198306007522,17.420662455386974,16.846353428346145,17.349781176842395,17.154851722921983,17.099583819937674,17.452693140720157,17.127220670866503,18.14975492801645,18.206925668659274,17.455664374785215,16.54004349101854,17.077341669460193,17.338443671291415,18.867310069241015,16.345758013140827,17.38233883945696,17.86134877157898,18.285041821502546,19.05508061939225,18.283415397166195,18.54884437937278,17.716598661930934,18.517368366898477,18.293363189828423,18.239672645147813,17.55404115157895,18.04845576859568,18.1423305137961,17.936145204760006,18.070888246420346,18.961807597464208
O43617,TRAPPC3,TPPC3_HUMAN,Trafficking protein particle complex subunit 3,16.32450371081126,16.30116313801332,16.495417893060022,16.79813666135595,16.017734012010976,16.675952805784775,16.32377995325259,16.714125315727646,15.990975430066506,16.268526241585334,16.685225020756413,16.621347185400726,15.955922689217177,16.22297236107786,16.36529445815754,16.098836610212476,16.332500110543094,15.96602248371698,16.597863268637017,16.481092784098333,16.428295213857997,16.891310294324416,16.01659579997829,16.546991967675677,16.201827120471684,16.577548411072282,16.360998971469098,16.629398759058095,16.26352442084098,15.824575312585692,16.90714521816224,16.016319482401332,16.06999111714213,16.432668678746754,16.117148726697305,16.074450383722496,15.998579666160923,16.4502900747889
O43633,CHMP2A,CHM2A_HUMAN,Charged multivesicular body protein 2a,17.49968578320398,17.13528550711775,16.20009329113463,18.060375881623827,16.96261406822386,18.07836594915009,17.858947884832254,17.38985334151031,18.72530963069686,18.352551317195843,16.530303043400888,18.333806229197403,17.409972947363325,17.270333795803765,17.187386676706478,17.485992880679877,18.48584346079227,17.22584464337023,18.55626772805603,18.136546646847616,17.970623713034467,18.36188865991239,18.91636202919586,17.084921967017593,17.6726199130215,16.824269983831577,18.279129192194976,17.59998926992157,17.6385657662646,17.581244924750067,18.242425673705434,17.790397628286698,17.914478231430774,17.630527796155395,17.037679794540352,18.333220676523137,17.993506496332024,17.448816307227208
O43674,NDUFB5,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",19.204913654304015,18.84298283072863,15.695276673254597,19.160451144822012,19.29224698761997,19.812655642223664,17.039298030614027,18.26541420236774,16.6481774315812,18.12358569518269,16.989276436262813,18.63183363785183,18.265669972394555,18.927855934501014,19.23245948958023,18.50163337791217,19.19227553512058,16.653301948270304,18.550200003616705,18.895417304046784,18.770721110967745,18.30847069213527,18.754669464600735,18.66523565850119,19.51336353404068,19.27902945517399,18.22235065521213,18.50203047147391,18.5366965833824,17.914305319393172,19.32931957625699,19.261576000719753,19.5622548432779,18.982283931470263,19.73664274775542,19.230401373690643,18.769320754429085,19.24553230338253
O43676,NDUFB3,NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,21.79877198998924,22.188145737706417,20.321619632788657,21.74400132779353,22.42797025666285,21.720884202915745,20.377760614469093,21.561544168267876,20.07254219585149,21.206276210219105,19.84761112166817,21.825844798979347,21.467045934720897,21.8604029453252,21.95527105200752,21.73757006572075,22.121097467707724,20.10860476233348,21.47944917321737,21.67254756119259,21.31355539861994,21.39871309616924,22.068405328354434,21.355695074965997,22.314968541017333,22.16274364030479,21.18516153654456,21.8440915131197,21.355853203460473,21.647869551195942,21.951862794061984,21.998074526621984,22.17596879727495,21.4193662694544,22.120857087215796,21.6826049260401,21.532765453736584,21.66893448956804
O43678,NDUFA2,NDUA2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,21.259959099371095,21.99462822241749,19.54897333898942,21.53950845980145,21.81122898971824,21.34568878194555,19.58845540749356,20.979195968775414,19.720194220633076,20.653399206544563,20.018096146979303,21.413419285467356,21.38923871959199,21.699668562002262,21.557999046895414,21.252318558748264,21.51274752555203,20.10799352537384,21.368816712154743,21.01383436050279,21.469309850908303,21.199804016775733,21.662682370842,21.215619430198945,21.934590164014892,22.13426161513659,21.03642373812323,21.448317575308568,21.02258929284656,21.765738361551392,22.04927018160703,21.490918487708804,21.676363012829384,21.202035209038748,21.591354964203088,21.459305745131292,20.980885420246885,21.62041359927228
O43684,BUB3,BUB3_HUMAN,Mitotic checkpoint protein BUB3,15.357062579469684,15.441552299036218,15.550602764330996,15.449002976258155,15.541988325776003,15.35848811607198,15.91734758242556,15.335102708553045,15.959280133478384,15.493017996904078,15.7174690964652,15.452660922131274,15.516631845253812,15.835274895757244,15.251733635185852,14.938302140333876,15.4184493218955,15.46142253200528,15.4914682650482,15.938237470763603,15.267913394081742,15.311781314089677,15.136128308064285,15.635373653895147,15.317547488498674,15.365509330623167,15.467811499551997,15.467939625189072,15.358410893661778,15.336828978054598,15.353193078602137,15.360850477138664,15.362753897628387,15.147522323388564,15.075201767061,15.270206563996814,15.353148610421224,15.369325893292404
O43707,ACTN4,ACTN4_HUMAN,Alpha-actinin-4,21.35571221377623,25.26357217838466,24.54665069100749,22.02556781583232,21.15448968167194,21.471921332881436,23.956257658891428,22.043432472731727,21.62064742683971,23.49279445729656,23.777472152748295,21.912715034684677,23.565227308574347,23.805583841992792,21.44070513311983,22.990296662269728,21.817002959708365,23.615015570776286,22.090083912158327,24.27875045246991,22.14285436200693,22.925408352087302,21.645140784426463,22.014621888661697,22.46726273233087,21.902634376796257,21.890438667445245,23.070395865274268,21.758346405822397,21.95256522223472,21.091416783703593,20.04422559681942,21.447620852945914,20.64585360178724,20.38789381440384,20.535590389005343,20.929011073434125,20.78649826022611
O43708,GSTZ1,MAAI_HUMAN,Maleylacetoacetate isomerase,21.09000655272914,19.84835855809423,19.018278908571578,20.476470863286615,20.535129257063684,20.530311298406637,18.37443533602168,20.207013502680905,19.93284017550117,19.506380625451985,18.100097460921088,18.723473475627777,18.86256729287913,19.832984078659113,20.19340655887909,20.09427715677845,19.66238724020183,18.186749848023673,20.24707282025459,20.03375767389991,19.81244091880597,19.31739013899398,19.9404529205297,20.663788932506986,19.70668551788396,20.388779994554387,20.21397238413925,18.826382221191984,20.787609768513455,20.37396147314669,19.7773941684568,19.78416642588035,19.802577072500902,19.47309938904072,20.42585933562948,19.64718883583045,20.084667082120365,19.774724834606353
O43741,PRKAB2,AAKB2_HUMAN,5'-AMP-activated protein kinase subunit beta-2,17.721379854771165,17.18160935286202,16.668112621103898,17.317295613645026,17.214565847181195,18.165627828880083,16.60891382846695,17.38641062068227,16.97119727542202,17.003160459726875,16.75987418306976,17.722579593081274,17.51435565420501,18.1233128492005,16.427272767447395,16.723383191266986,16.95751230331822,15.463979113675942,16.563428798514895,16.82555579998329,17.157337211231432,16.635698941592715,17.09457205269003,16.791375322372367,17.880703015823524,17.48067515989223,17.651786577908343,17.107438679433972,17.06863974490505,17.54490127878722,17.759850254977085,17.181625992969124,17.547701888085182,17.55597104086794,17.75829685260827,17.815834360652257,17.53409715370677,17.721315060862775
O43747,AP1G1,AP1G1_HUMAN,AP-1 complex subunit gamma-1,15.844616201447408,15.941348137073364,15.819098059798273,15.907839419406766,16.087860422982693,15.800892776852633,15.846032752638372,15.956413558116486,16.604938367857734,16.199225897662124,15.858866834843552,15.973311979247839,16.04505809921694,16.531636827296744,15.848863582958938,15.819139958877868,15.941681274293702,15.824023333932622,15.738778227329092,16.45763607807452,15.541907446411848,15.34989441111245,15.851656987775046,15.853865053643979,15.580162631578826,15.778778783291598,15.921430817831125,15.822565194330352,15.48920699042863,15.87013677501194,15.875792911617802,15.85816451365918,15.990403385488786,15.887656803820224,15.548722516039334,16.429287243768623,16.077079549938944,15.937171123762699
O43760,SYNGR2,SNG2_HUMAN,Synaptogyrin-2,18.110195072029903,18.75335146980616,19.519722719472608,19.249380515653627,18.29859972169989,18.711843146289155,19.39688326888879,18.46142185284327,19.60326849358927,19.38618966504979,18.852220940310623,19.20471447840432,19.29318182815984,19.636514480003033,19.393597749638634,19.733425927381287,19.556748740107135,19.210569128973315,19.24684514457016,18.90939572684595,19.233423749631285,19.213528237085587,19.29043396614328,18.866058126234524,18.641345611630527,18.983043311458356,19.222055645811174,18.83103437759276,19.662738450736075,18.365817855580804,18.863189094872865,19.902212124414735,18.95976983045677,19.559389570394348,18.75381755272965,19.23926919705647,18.9908963829938,18.272039226241706
O43765,SGTA,SGTA_HUMAN,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,19.20840106965441,18.254711704453484,16.60984411514062,18.94840833154076,19.00255170354933,18.81308666879047,18.33026600884481,18.673371586017694,18.996752102267152,19.05862632197987,18.02912377881844,18.623327529819683,18.57439846560021,18.560206321324657,18.437354240978255,18.74770914721154,18.652936651869105,18.265024440919976,18.901629571980287,18.657846822063476,18.764943028434164,18.778251201630447,18.978426680942608,18.180607388894742,18.61837645894023,18.785080820311837,18.584793080656645,18.664661013104332,19.009301639100364,18.721783253675536,18.552799718350116,18.56598054594176,19.231841403620734,19.06499406954673,18.384867018856916,18.68120601356799,18.42743313137222,18.43750312273622
O43768,ENSA,ENSA_HUMAN,Alpha-endosulfine,16.746650371579527,17.09239649147195,16.67157810616667,17.44888805412929,16.819878614410356,16.361949664147986,16.29573910657397,17.38130867984267,18.219700784902667,17.858326950141564,16.382619014414445,17.419944473886712,17.090824536710855,18.029692062749717,16.949167634601732,16.933136422065786,16.583634091839972,15.809850658552534,17.909736036963075,16.88010892716801,16.733090135492134,17.159064686143157,17.90790667905332,16.37284022248584,16.750293146092957,17.39451002872352,17.642421800319077,17.133692916858063,16.701631145041052,16.9340758290645,17.362883111097076,17.41824334456654,17.181412931761063,17.10313250107999,16.438533395810357,17.332227078428293,17.665796642275996,16.535842759241305
O43772,SLC25A20,MCAT_HUMAN,Mitochondrial carnitine/acylcarnitine carrier protein,19.02280358977031,19.909291113042208,16.913849594549013,19.20520091033317,19.48821364848664,19.178665391963783,17.192684113402205,18.184937756854715,19.01416337508204,18.95272280970608,17.96421399323072,19.117294355517277,18.613926269784987,19.248031971489905,19.301294335454457,18.725187488858865,19.492204564475543,17.810423123883375,18.67389080930269,19.052412349929337,18.88037041336041,18.296450387482377,18.99323517700451,19.798942174725884,19.557109715277424,19.692614660544525,18.72721231518973,18.65827043636443,19.1743502996165,19.96822220642525,19.22373006416642,19.280091112901687,19.345774958400803,19.194511868051396,18.793390733890806,19.321247152526915,19.57414530610447,19.675066334412698
O43776,NARS1,SYNC_HUMAN,"Asparagine--tRNA ligase, cytoplasmic",19.846367793483054,19.85247792747785,19.76045660731872,19.745933184379755,19.944491234189165,20.48740743102252,20.36263278139436,20.303835403628863,19.90849890199577,19.92413494941577,20.029341514169136,19.66156771679124,20.095480140537756,20.04875775318435,19.542324947992455,19.807273889017683,20.125044521773443,19.904438543676587,19.773288593617313,20.143512543165325,19.777725209804927,20.066355576107817,19.518647049672406,20.356757333050627,20.240196467870867,20.197086834052637,20.152271670019314,19.795914661024344,19.827553638241863,20.17978224206266,20.47960045706761,20.40420313213722,19.91430591789607,20.10999131423716,20.820719192826637,19.900153699632636,20.19827750245523,20.130360040324163
O43813,LANCL1,LANC1_HUMAN,Glutathione S-transferase LANCL1,20.94645424314147,20.357867365110156,19.52544846120024,20.76683422760364,20.57547466699669,20.87530646698564,19.75000598883809,20.88616155259128,21.05643401002055,20.23608963946892,20.54649811525347,20.68212898086453,21.027589456950395,20.237028943395146,20.547582621126654,20.285749061501352,20.409269703841023,20.416226902920048,20.47375637440722,20.12418258174332,20.25198529053034,20.566835159566036,20.96403126186585,20.58167379958472,20.516594937551965,20.61345738977124,20.918958820805404,20.273173255686537,20.50106416645326,20.210941601428583,20.276411833673976,20.175750872882706,19.82112482414764,20.185088542158653,20.310244877447,20.715263565195844,20.81245979562009,20.97269391314949
O43826,SLC37A4,G6PT1_HUMAN,Glucose-6-phosphate exchanger SLC37A4,15.885107438367896,16.11559852841282,16.04286588376124,15.751427542183931,15.677679877769153,16.083090258454483,16.13810739488541,15.587217240835043,15.736207103262103,16.194624927675402,16.109612267980136,16.173656045956346,16.042924602662456,16.545374848288432,16.381163340768424,15.733434750607415,17.395963007689378,16.080998050416987,16.381620851818727,16.63692226886797,16.17508862785067,16.165840303201154,16.101864163900654,15.45893287090367,16.132564958520728,15.332102353609818,16.650326275943584,16.013291566804472,17.168144441778278,16.928298788668577,16.163437275678984,16.99358579078005,16.688806067484084,16.451979032045877,17.044472804481334,17.0682798969506,16.66038984073154,17.407935410709
O43837,IDH3B,IDH3B_HUMAN,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",20.848404869167123,20.98229187509912,20.031562344853505,21.03847813992468,21.965920410642585,21.955201035126404,20.60377685943341,20.87861987183126,20.53621048423111,20.831599800374935,20.683648487976622,20.782376797821502,20.71349315474471,21.11084387409273,21.654087237542136,20.386728960923453,21.353999759549495,20.202378228719702,20.723092322922312,20.84024326251858,21.25677945783281,21.105424227297057,21.089856091673557,21.031512754883533,21.42607675104773,21.318949984056236,20.939134823150994,20.69612914103548,20.69148413162384,20.97128212760206,21.44435691220111,21.31532970012297,21.03874438683298,20.82115971748686,21.817970684510556,21.211615397089655,20.921046045508024,21.20456764891261
O43847,NRDC,NRDC_HUMAN,Nardilysin,13.257353664786754,13.217195433047882,13.098193444530569,14.115364342043984,13.584267048786868,13.226714118629147,12.532752524708286,13.377985788136128,13.563176629877692,13.576955272627211,12.975294156591088,13.390083935717255,13.231713537969481,13.438850941168159,13.261197028504096,13.244530730274573,13.549687700325569,13.095511662579694,14.571844960158014,13.391173886257969,13.424747448302934,13.234042629890057,13.321597919904786,13.130784269783208,13.315218498338393,13.114134482433434,13.366302150148762,13.185695875911401,13.466950760207041,12.894514037071518,13.145056342532426,13.468601627488463,12.223329261879272,13.468814689169635,13.082618829652176,14.065630174802688,14.184018176316156,13.0865836018528
O43852,CALU,CALU_HUMAN,Calumenin,19.63465148062669,19.62555867445629,18.99401749514547,19.79620912260752,19.843101996366407,19.995178600029178,20.10616910125144,20.199932320418675,20.28611160321739,20.14405651646813,19.474965005342288,19.375230851618134,20.18749061392031,19.716542363007825,19.555936440440313,19.58092547471949,19.6369935090343,20.12653488646424,19.53012898158117,19.94673478713456,19.54398476376326,20.082348092651827,19.45195541733016,20.052858415972633,19.722487534062196,19.43195185520385,19.813365748072172,19.76736165450796,19.732515820336634,19.514565214037045,19.929700746221947,19.915440763906453,19.72901066547808,19.914895859896315,20.102158035376323,19.890690645831747,19.791049440297435,19.63588439041343
O43865,AHCYL1,SAHH2_HUMAN,S-adenosylhomocysteine hydrolase-like protein 1,17.906206950663343,17.111407208229924,16.17214999328772,17.68063225480674,17.836467678241224,18.07140737751988,17.472221678420595,18.183933688849933,17.672378999864133,17.717390556173346,17.273742151436366,17.89763243038274,17.743709160893346,18.053516604561977,17.129831135054374,17.265873839360655,18.02371411039592,16.990023069645233,17.649716798143984,17.83016205342498,17.895283631049047,17.93840448904919,17.321859883722823,18.03342344249107,17.874089094508523,17.691952719784254,17.781019334206476,17.48709227875672,18.053491064452917,17.69563732673044,18.342811470862586,17.686148657844917,17.99100401079907,17.98954970051359,18.181356560293175,18.07912730051852,18.4007037634135,17.67881796728948
O43920,NDUFS5,NDUS5_HUMAN,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,20.090432950892435,20.69506741746558,17.330972395116657,20.288490464539723,20.865319801050852,21.07356934391755,18.121695131841324,19.548949760227693,18.26200347432013,19.461990251178587,18.849059850063412,19.947027897711145,20.033457057136935,20.444149590588,20.346075967937228,18.82560266588705,20.1032085451927,18.601843801209828,19.643296524617497,20.05175808866061,20.10222177845241,19.47949552584622,20.3840926264228,20.150691303229948,20.895014941006323,20.61470164699019,20.135407049505854,20.23261284818569,19.39465910433521,19.712965597936662,21.159168845189356,20.1560533161858,20.580587704458072,20.0138818602306,20.831785333412743,20.259752121693325,20.18109447076738,20.371124142866012
O60220,TIMM8A,TIM8A_HUMAN,Mitochondrial import inner membrane translocase subunit Tim8 A,16.727408076306002,17.09001163435408,15.339990283907772,17.936088417230657,19.142690628085212,15.77654012631976,16.114257113214027,17.246888954687225,17.296592018555472,16.793299019021028,16.35205686092633,16.02007637150218,16.90218750757541,17.331799761867643,17.307130429394476,16.72904025972175,16.95284406713431,16.631423654940704,16.835324291076706,16.863733282264096,17.0953389827163,16.716120974748378,17.086678498458713,16.952213642646438,17.791736165660506,18.5286367400392,17.881061715527373,17.351953604397547,17.37660768795148,17.502404693878812,17.937080043352132,17.820937680752117,17.63444451248039,17.73430267184324,17.87187445988625,16.667331646480203,17.54901083083104,17.91655535538086
O60234,GMFG,GMFG_HUMAN,Glia maturation factor gamma,17.81204540022946,17.818534391769425,18.112876708187127,18.3001552707668,17.589862492208862,17.78409405143372,20.378467016710747,18.520313723250304,17.08813067681556,17.275831669156677,19.34970677740249,18.206477365809217,18.857778079581003,17.71792219288806,16.80212857016708,18.09324607288763,16.88441368098245,20.195034496877028,17.17851795912448,15.739801468397456,18.098963512613267,16.572755348954434,18.72440919007725,18.189364951050035,17.555561094456525,17.09592464061017,17.792948446694385,19.00407907273116,18.15530722615497,17.73618684276824,17.49300984820531,17.42420153079562,17.506264862090962,17.547615276635838,17.305629047136723,18.188574759188405,15.357374760238132,17.553071711121486
O60237,PPP1R12B,MYPT2_HUMAN,Protein phosphatase 1 regulatory subunit 12B,18.49353684884751,17.873736213287682,16.85413539384813,17.066406522782824,16.853365366237295,17.5939700854367,16.58897440498327,15.887801909232556,16.056594403401967,15.570888850368458,16.41099302882703,16.95753707517177,17.175021848044395,17.16440697703392,17.863754167878692,17.018477440559867,15.617556326133954,16.38627254882567,16.034110143600163,15.213808580001867,16.875843054446715,15.082044904859533,16.828684825065363,17.81970728977387,16.18867976333997,18.342285033640906,17.78004051886962,17.737053044318145,15.547512008825764,16.934294966252185,16.52979321366221,15.498246353395675,16.4803091216148,15.396664665722072,16.205521949489228,16.03048754650401,15.56861549785871,17.04764931188392
O60240,PLIN1,PLIN1_HUMAN,Perilipin-1,19.91459423369411,20.144236117083864,26.07764079473041,21.53087097044261,20.11517291745912,18.830509461359625,25.803509417846712,22.680021252078323,22.133194725081992,23.33284943168161,25.70625790510927,21.74145020184065,22.351229431225352,19.289421757503774,21.0470803300466,24.90042703612741,22.547860462923577,26.00543360373829,24.125416457449383,23.16747115805818,23.43686108800509,23.627846193483094,21.21550704649284,21.154307127075946,19.26421144763467,18.517051082144516,19.692448196609703,24.283768863755057,18.91854170773769,19.30833144735019,17.897763272249605,19.30184703434141,18.582826801118113,17.86191813480949,19.312843819584792,19.502226852256232,19.39531160897781,19.279569602312524
O60256,PRPSAP2,KPRB_HUMAN,Phosphoribosyl pyrophosphate synthase-associated protein 2,18.848575700705855,17.968335476997822,18.1043466950721,17.02487166206458,17.104422043030873,17.13575398025461,17.171533336258953,17.011465734521924,17.542136662945143,16.984638071334995,16.85679298145583,17.980432073620886,18.11828657128185,18.4617778873745,18.563453987908453,18.819445049415936,17.721757263358178,17.361602113441517,17.318892068342823,17.36306141207375,18.08823369104724,16.44836337358948,18.198988539408457,17.622186556213002,17.34994359747008,17.93583809728973,17.745794123303543,17.67497542666109,18.325215927442713,17.673754923460763,17.555803877039818,17.060856421050723,17.235839421960662,16.72295258266155,17.00610221122666,18.736513910523183,18.1400857823495,17.90090675710884
O60313,OPA1,OPA1_HUMAN,"Dynamin-like 120 kDa protein, mitochondrial",19.63611478519207,19.218625537017168,18.217921394518875,19.23885576631122,19.979065898557533,19.80331394564918,17.119018657031354,18.898751398936177,18.91863404780415,19.115229663526055,17.93417484215962,19.235291798746996,19.107924124668703,19.33101815630563,18.976691010284583,19.04791326467794,18.84887300889555,17.744509522602044,18.637786046489524,19.02894031063238,19.192309266258363,18.5773574061186,18.95801235959508,18.997015915636428,19.64472465830885,19.79992221577577,19.054121612832265,18.993267247691577,19.109642545511115,19.536979845873766,19.805049216887408,19.56801830722645,19.425263442759892,19.612012783314523,19.733755302187625,18.95362868167873,19.524062438766908,19.593540915558297
O60318,MCM3AP,GANP_HUMAN,Germinal-center associated nuclear protein,20.032165582186817,19.295967699639363,17.796717836459983,17.90910415013854,17.169709182722276,16.48475118181671,17.614715932153707,17.020689474982657,17.740222483002384,17.87968956687293,18.28962020180137,18.10035898011926,18.60037825127963,19.90790913582278,17.97931849113429,17.23472889299773,17.020807434958243,17.036759485125607,17.09866920844637,17.843831320241616,15.404109064811257,17.55516233827705,17.97444066919938,18.88538737384427,18.2859650632876,17.26307185981796,17.77636112489974,17.6958835250064,20.11150980298342,19.807102552116095,18.08094785840985,18.700165508843988,19.06062226293293,19.46771109940611,16.864692674043035,16.545152600373214,17.844033751196914,19.818254394511605
O60343,TBC1D4,TBCD4_HUMAN,TBC1 domain family member 4,15.772360867702032,15.80617533385018,15.627872087117087,15.810566214325265,15.826195222466476,15.43290636404646,15.645172315169397,15.532065495873168,15.699456597756532,15.66587830061174,15.638378847280762,15.99035079578357,15.65518750960092,15.721073524484876,16.285413365878274,15.645509754212439,15.74751134834735,15.641646871367696,15.66169994492471,15.288296099529822,15.486651556453236,15.65515874908034,16.090625963102703,15.74285571011214,15.83181087916177,15.847960111338208,15.529237556614438,15.374745392931093,15.655413383357448,16.12398668297268,16.25589078828566,15.818646622390837,16.118192158606128,15.944489715738996,15.706320417288223,15.622651163081189,15.98805745252393,15.931640968771378
O60488,ACSL4,ACSL4_HUMAN,Long-chain-fatty-acid--CoA ligase 4,15.793669455947965,15.870422885122112,16.89317528807212,15.815253861422509,15.809064869926445,15.783216035003422,14.62793453090903,15.6932672403629,15.701262697365804,15.810016468084594,15.625362268067668,15.839163707077153,15.941752507828824,15.801656816506995,15.922641748333078,16.636278638808975,15.781694471222824,14.605553452371325,16.141448833424516,15.382007790194722,15.872615782890476,15.486737725192654,15.905625042874428,15.417865937580729,15.87947458694222,15.848873219576562,15.84422914107611,16.103133674604724,15.844599188332232,15.840528726068875,15.815238280479583,15.831808450015329,15.838495859764294,15.782869508385637,15.795323867832499,15.788293060202669,15.646223318002829,15.830102778095789
O60493,SNX3,SNX3_HUMAN,Sorting nexin-3,19.656949765842555,19.5637618251734,19.72632578812037,19.44527823684728,19.79339845098418,19.31700256119446,19.650218535010875,20.05512096883237,19.97550951789418,19.51160332747074,20.150441867885913,19.576654742176828,20.096684919897314,19.05559071682145,19.80492836463799,20.090036340250887,19.645453175074124,20.1973704800112,19.44825444901777,19.789878523808923,19.359194774980544,20.393010723916184,19.7674676691947,20.141615448292495,19.47457335476596,19.97884054156406,19.66312676082344,19.793306268273145,19.757752623534717,19.86454345085195,19.654002819775485,19.152978487208493,19.805661813878963,19.553984086408605,19.251925918462533,19.289048733832495,19.592432612862904,19.291678320302346
O60506,SYNCRIP,HNRPQ_HUMAN,Heterogeneous nuclear ribonucleoprotein Q,18.063713300129315,18.925289295923417,19.09259439582879,18.622205836101713,18.71129078277132,19.00651899061884,19.162284193046418,19.002200778466047,18.480278771695133,18.86050137027061,19.116725636610855,18.700169620297576,18.89130068258357,18.74272521403188,19.417314250335345,18.128295261163935,18.792903615000206,18.720379179570273,18.74624476049624,19.26230606326772,18.757465858553292,19.11025960869409,18.38246040039715,18.603749250767457,18.255572717797502,18.795315864808263,18.354384982062044,19.289258162670656,18.26125652884544,18.856306981596997,17.799694132279342,18.456250345605916,18.845335441606608,18.19425523945537,18.485670689840475,18.302028843840898,18.027071336308147,19.089751463109245
